checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,24,critical account,business,4139,100 <= <500 DM,1<= < 4 years,3,none,3,savings agreement/life insurance,27,none,own,2,unskilled - resident,1,yes,yes,male,divorced/separated,1
no account,36,existing credits paid back duly till now,business,5742,100 <= <500 DM,4<= <7 years,2,none,2,car or other,31,none,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,1
no account,60,existing credits paid back duly till now,car (new),10366,<100 DM,>=7 years,2,none,4,savings agreement/life insurance,42,none,own,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
no account,6,critical account,car (new),2080,500 <= < 1000 DM,1<= < 4 years,1,none,2,car or other,24,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
no account,21,delay in paying off,business,2580,500 <= < 1000 DM,<1 years,4,none,2,real estate,41,bank,own,1,unskilled - resident,2,none,yes,male,divorced/separated,0
no account,30,critical account,radio/television,4530,<100 DM,4<= <7 years,4,none,4,car or other,26,none,rent,1,management/ highly qualified employee,1,yes,yes,female,divorced/separated,1
no account,24,critical account,furniture/equipment,5150,<100 DM,>=7 years,4,none,4,car or other,33,none,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
0 <= <200 DM,72,existing credits paid back duly till now,radio/television,5595,100 <= <500 DM,1<= < 4 years,2,none,2,car or other,24,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,0
<0 DM,24,existing credits paid back duly till now,radio/television,2384,<100 DM,>=7 years,4,none,4,real estate,64,bank,rent,1,unskilled - resident,1,none,yes,male,divorced/separated,1
no account,18,existing credits paid back duly till now,radio/television,1453,<100 DM,<1 years,3,none,1,real estate,26,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,1
no account,6,existing credits paid back duly till now,education,1538,<100 DM,<1 years,1,none,2,unknown / no property,56,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,1
no account,12,existing credits paid back duly till now,radio/television,2279,no savings account,1<= < 4 years,4,none,4,unknown / no property,37,none,for free,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
no account,15,delay in paying off,radio/television,1478,<100 DM,1<= < 4 years,4,none,3,real estate,33,bank,own,2,skilled employee / official,1,none,yes,male,married/widowed,1
no account,24,critical account,radio/television,5103,<100 DM,<1 years,3,none,3,unknown / no property,47,none,for free,3,skilled employee / official,1,yes,yes,male,married/widowed,1
0 <= <200 DM,36,delay in paying off,business,9857,100 <= <500 DM,4<= <7 years,1,none,3,savings agreement/life insurance,31,none,own,2,unskilled - resident,2,yes,yes,male,divorced/separated,1
no account,60,existing credits paid back duly till now,car (new),6527,no savings account,1<= < 4 years,4,none,4,unknown / no property,34,none,for free,1,skilled employee / official,2,yes,yes,male,divorced/separated,1
>= 200 DM ,10,critical account,radio/television,1347,no savings account,4<= <7 years,4,none,2,savings agreement/life insurance,27,none,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,1
0 <= <200 DM,36,delay in paying off,car (new),2862,100 <= <500 DM,>=7 years,4,none,3,unknown / no property,30,none,for free,1,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,9,existing credits paid back duly till now,radio/television,2753,100 <= <500 DM,>=7 years,3,co-applicant,4,car or other,35,none,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
<0 DM,12,existing credits paid back duly till now,car (new),3651,>= 1000 DM,1<= < 4 years,1,none,3,savings agreement/life insurance,31,none,own,1,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,15,critical account,furniture/equipment,975,<100 DM,1<= < 4 years,2,none,3,savings agreement/life insurance,25,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,15,existing credits paid back duly till now,repairs,2631,100 <= <500 DM,1<= < 4 years,3,none,2,real estate,25,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated,1
0 <= <200 DM,24,existing credits paid back duly till now,radio/television,2896,100 <= <500 DM,<1 years,2,none,1,car or other,29,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
<0 DM,6,critical account,car (new),4716,no savings account,<1 years,1,none,3,real estate,44,none,own,2,unskilled - resident,2,none,yes,male,divorced/separated,1
no account,24,existing credits paid back duly till now,radio/television,2284,<100 DM,4<= <7 years,4,none,2,car or other,28,none,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
no account,6,existing credits paid back duly till now,car (used),1236,500 <= < 1000 DM,1<= < 4 years,2,none,4,savings agreement/life insurance,50,none,rent,1,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,12,existing credits paid back duly till now,radio/television,1103,<100 DM,4<= <7 years,4,guarantor,3,real estate,29,none,own,2,skilled employee / official,1,none,no,male,divorced/separated,1
no account,12,critical account,car (new),926,<100 DM,unemployed,1,none,2,savings agreement/life insurance,38,none,own,1,unemployed/ unskilled  - non-resident,1,none,yes,female,divorced/separated,1
no account,18,critical account,radio/television,1800,<100 DM,1<= < 4 years,4,none,2,car or other,24,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
>= 200 DM ,15,existing credits paid back duly till now,education,1905,<100 DM,>=7 years,4,none,4,car or other,40,none,rent,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
no account,12,existing credits paid back duly till now,furniture/equipment,1123,500 <= < 1000 DM,1<= < 4 years,4,none,4,car or other,29,none,rent,1,unskilled - resident,1,none,yes,female,divorced/separated,0
<0 DM,48,critical account,car (used),6331,<100 DM,>=7 years,4,none,4,unknown / no property,46,none,for free,2,skilled employee / official,1,yes,yes,male,divorced/separated,0
>= 200 DM ,24,existing credits paid back duly till now,radio/television,1377,100 <= <500 DM,>=7 years,4,none,2,unknown / no property,47,none,for free,1,skilled employee / official,1,yes,yes,female,divorced/separated,1
0 <= <200 DM,30,delay in paying off,business,2503,100 <= <500 DM,>=7 years,4,none,2,savings agreement/life insurance,41,store,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,27,existing credits paid back duly till now,business,2528,<100 DM,<1 years,4,none,1,savings agreement/life insurance,32,none,own,1,skilled employee / official,2,yes,yes,female,divorced/separated,1
no account,15,existing credits paid back duly till now,car (new),5324,500 <= < 1000 DM,>=7 years,1,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,none,yes,female,divorced/separated,1
0 <= <200 DM,48,existing credits paid back duly till now,car (new),6560,100 <= <500 DM,4<= <7 years,3,none,2,savings agreement/life insurance,24,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,0
0 <= <200 DM,12,no credits taken,furniture/equipment,2969,<100 DM,<1 years,4,none,3,savings agreement/life insurance,25,none,rent,2,skilled employee / official,1,none,yes,female,divorced/separated,0
0 <= <200 DM,9,existing credits paid back duly till now,radio/television,1206,<100 DM,>=7 years,4,none,4,real estate,25,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,1
0 <= <200 DM,9,existing credits paid back duly till now,radio/television,2118,<100 DM,1<= < 4 years,2,none,2,real estate,37,none,own,1,unskilled - resident,2,none,yes,male,divorced/separated,1
no account,18,critical account,radio/television,629,500 <= < 1000 DM,>=7 years,4,none,3,savings agreement/life insurance,32,bank,own,2,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
<0 DM,6,all credits at this bank paid back duly,education,1198,<100 DM,>=7 years,4,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,none,yes,female,divorced/separated,0
no account,21,existing credits paid back duly till now,car (used),2476,no savings account,>=7 years,4,none,4,real estate,46,none,own,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
<0 DM,9,critical account,radio/television,1138,<100 DM,1<= < 4 years,4,none,4,real estate,25,none,own,2,unskilled - resident,1,none,yes,male,divorced/separated,1
0 <= <200 DM,60,existing credits paid back duly till now,car (new),14027,<100 DM,4<= <7 years,4,none,2,unknown / no property,27,none,own,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,0
no account,30,critical account,car (used),7596,no savings account,>=7 years,1,none,4,car or other,63,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,30,critical account,radio/television,3077,no savings account,>=7 years,3,none,2,car or other,40,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
no account,18,existing credits paid back duly till now,radio/television,1505,<100 DM,1<= < 4 years,4,none,2,unknown / no property,32,none,for free,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
>= 200 DM ,24,critical account,radio/television,3148,no savings account,1<= < 4 years,3,none,2,car or other,31,none,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,1
0 <= <200 DM,20,no credits taken,car (used),6148,100 <= <500 DM,>=7 years,3,none,4,car or other,31,bank,own,2,skilled employee / official,1,yes,yes,male,married/widowed,1
>= 200 DM ,9,no credits taken,radio/television,1337,<100 DM,<1 years,4,none,2,car or other,34,none,own,2,management/ highly qualified employee,1,yes,yes,male,divorced/separated,0
0 <= <200 DM,6,all credits at this bank paid back duly,education,433,>= 1000 DM,<1 years,4,none,2,savings agreement/life insurance,24,bank,rent,1,skilled employee / official,2,none,yes,female,divorced/separated,0
<0 DM,12,existing credits paid back duly till now,car (new),1228,<100 DM,1<= < 4 years,4,none,2,real estate,24,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated,0
0 <= <200 DM,9,existing credits paid back duly till now,radio/television,790,500 <= < 1000 DM,1<= < 4 years,4,none,3,real estate,66,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated,1
no account,27,existing credits paid back duly till now,car (new),2570,<100 DM,1<= < 4 years,3,none,3,real estate,21,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated,0
no account,6,critical account,car (new),250,>= 1000 DM,1<= < 4 years,2,none,2,real estate,41,bank,own,2,unskilled - resident,1,none,yes,female,divorced/separated,1
no account,15,critical account,radio/television,1316,500 <= < 1000 DM,1<= < 4 years,2,none,2,savings agreement/life insurance,47,none,own,2,unskilled - resident,1,none,yes,male,married/widowed,1
<0 DM,18,existing credits paid back duly till now,radio/television,1882,<100 DM,1<= < 4 years,4,none,4,car or other,25,bank,rent,2,skilled employee / official,1,none,yes,female,divorced/separated,0
0 <= <200 DM,48,all credits at this bank paid back duly,business,6416,<100 DM,>=7 years,4,none,3,unknown / no property,59,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated,0
>= 200 DM ,24,critical account,business,1275,>= 1000 DM,1<= < 4 years,2,none,4,real estate,36,none,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,1
0 <= <200 DM,24,delay in paying off,radio/television,6403,<100 DM,<1 years,1,none,2,car or other,33,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
<0 DM,24,existing credits paid back duly till now,radio/television,1987,<100 DM,1<= < 4 years,2,none,4,real estate,21,none,rent,1,unskilled - resident,2,none,yes,male,divorced/separated,0
0 <= <200 DM,8,existing credits paid back duly till now,radio/television,760,<100 DM,4<= <7 years,4,guarantor,2,real estate,44,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated,1
no account,24,existing credits paid back duly till now,car (used),2603,>= 1000 DM,1<= < 4 years,2,none,4,car or other,28,none,rent,1,skilled employee / official,1,yes,yes,female,divorced/separated,1
no account,4,critical account,car (new),3380,<100 DM,4<= <7 years,1,none,1,real estate,37,none,own,1,skilled employee / official,2,none,yes,female,divorced/separated,1
0 <= <200 DM,36,all credits at this bank paid back duly,domestic appliances,3990,no savings account,<1 years,3,none,2,unknown / no property,29,bank,own,1,unemployed/ unskilled  - non-resident,1,none,yes,female,divorced/separated,1
0 <= <200 DM,24,existing credits paid back duly till now,car (used),11560,<100 DM,1<= < 4 years,1,none,4,car or other,23,none,rent,2,management/ highly qualified employee,1,none,yes,female,divorced/separated,0
<0 DM,18,existing credits paid back duly till now,car (new),4380,100 <= <500 DM,1<= < 4 years,3,none,4,car or other,35,none,own,1,unskilled - resident,2,yes,yes,male,divorced/separated,1
no account,6,critical account,car (new),6761,<100 DM,4<= <7 years,1,none,3,unknown / no property,45,none,own,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
0 <= <200 DM,30,no credits taken,business,4280,100 <= <500 DM,1<= < 4 years,4,none,4,car or other,26,none,rent,2,unskilled - resident,1,none,yes,female,divorced/separated,0
